SMILES Labelled
"C1=CC=C([P:22](C2=CC=CC=C2)(/[N:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:36]=[CH:35]2)=[O:23])C=C1.CC[O:61]/[C:11](=[C:10](/[C:72](=[O:73])[O:83]CC)[C:91]1=[CH:92][CH:93]=[CH:94][CH:103]=[CH:102]1)[O-:12]>>CC[O:61][C:11]([C:10]([CH:20]([N:21]=[P:22](C1=CC=CC=C1)(C1=CC=CC=C1)[O-:23])[C:31]1=[CH:32][CH:33]=[CH:34][CH:36]=[CH:35]1)([C:72](=[O:73])[O:83]CC)[C:91]1=[CH:92][CH:93]=[CH:94][CH:103]=[CH:102]1)=[O:12] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC(C)(C1=C(I)C=CC=C1)[O:21][S:20]C(F)(F)F.CC1=CC=C([C@H]2N(C)C(=O)[C@H](CC3=CC=CC=C3)[N:12]2/[CH:11]=[CH:10]/C2=CC=CC=C2)O1>>CC(C)(C1=C(I)C=CC=C1)[O-:21].CC1=CC=C([C@H]2N(C)C(=O)[C@H](CC3=CC=CC=C3)[N+:12]2=[CH:11][CH:10](C2=CC=CC=C2)[S:20]C(F)(F)F)O1 10,11=10,20;12=11,12;20,21=21"
"CC1(C)C[C:11]([O-:12])=[C:10]([I+:61]C2=CC=CC=C2)[C:91](=[O:92])C1.CO[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[CH:21]/[CH:22]=[N+:23]2/C(CC3=CC=CC=C3)C(=O)N(C)C2(C)C)[CH:36]=[CH:35]1>>CO[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([C:10]2([I+:61]C3=CC=CC=C3)[C:11](=[O:12])CC(C)(C)C[C:91]2=[O:92])[CH:21]=[CH:22][N:23]2C(CC3=CC=CC=C3)C(=O)N(C)C2(C)C)[CH:36]=[CH:35]1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CCCC[Si:11](CCCC)(CCCC)[H:10].CN1C(=O)C(CC2=CC=CC=C2)/[N+:23](=[CH:22]/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C1C(C)(C)C>>CCCC[Si+:11](CCCC)CCCC.CN1C(=O)C(CC2=CC=CC=C2)[N:23]([CH:22]=[CH:21][CH:20]([H:10])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C1C(C)(C)C 10,11=10,20;20,21=21,22;22,23=23"
"C1CC[C:22](=[O:23])[CH:21]=[CH:20]C1.C[Si:81](C)(C)/[CH:10]=[CH:11]/[C:62]1=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]1>>C[Si:81](C)(C)[CH:10]([CH+:11][C:62]1=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]1)[CH:20]1CCCC[C:22]([O-:23])=[CH:21]1 10,11=10,20;20,21=21,22;22,23=23"
"C1=CC2=C(C=C1)[S:62][C:11]1=[CH:10]CCC[N:12]21.CC(C)(C)[C:22]1=[NH+:23]C2=C(C=CC=C2)/[C:21]1=[CH:20]\[C:31]1=[CH:32][CH:33]=[C:34](C)[CH:35]=[CH:36]1>>CC(C)(C)[C:22]1=[C:21]([CH:20]([CH:10]2CCC[N+:12]3=[C:11]2[S:62]C2=C3C=CC=C2)[C:31]2=[CH:32][CH:33]=[C:34](C)[CH:35]=[CH:36]2)C2=C(C=CC=C2)[NH:23]1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC1=CC(C)=C([N:63]2[C:62]([C:81]([C-:10](C)C3=CC=CC=C3)=[O:82])=[N+:73](C3=C(C)C=C(C)C=C3C)[N:65]=[C:64]2C2=CC=CC=C2)C(C)=C1.C[N+]1=C([C:22](/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=[O:23])N(C(C)(C)C)C=C1>>CC1=CC(C)=C([N:63]2[C:62]([C:81]([C:10](C)(C3=CC=CC=C3)[CH:20]([CH:21]=[C:22](C3=[N+](C)C=CN3C(C)(C)C)[O-:23])[C:31]3=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]3)=[O:82])=[N+:73](C3=C(C)C=C(C)C=C3C)[N:65]=[C:64]2C2=CC=CC=C2)C(C)=C1 10=20;20,21=21,22;22,23=23"
C12C3C4C5C1[Fe:32]23451678C2C1C6[C:31]7([CH+:20][C:41]13C4C5C6C1[Fe:42]5643179%10C3C1C7C9C3%10)C28.CN1C(C)(C)[NH:10][C@@H:61](CC2=CC=CC=C2)[C:62]1=[O:63]>>CN1C(C)(C)[NH+:10]([CH:20]([C:31]23C4C5C6C2[Fe:32]56432789C3C2C7C8C39)[C:41]23C4C5C6C2[Fe:42]56432789C3C2C7C8C39)[C@@H:61](CC2=CC=CC=C2)[C:62]1=[O:63] 10=20
"CC1=CC(C)=C([N+:63]2=[C:62](/[C:11](=[C:10](\C)C3=CC=CC=C3)[O-:12])[N:66](C3=C(C)C=C(C)C=C3C)[CH:65]=[CH:64]2)C(C)=C1.F[S:32]([CH:21]=[CH2:20])(=[O:33])=[O:34]>>CC1=CC(C)=C([N+:63]2=[C:62]([C:11]([C:10](C)(C3=CC=CC=C3)[CH2:20][CH-:21][S:32](F)(=[O:33])=[O:34])=[O:12])[N:66](C3=C(C)C=C(C)C=C3C)[CH:65]=[CH:64]2)C(C)=C1 10,11=10,20;12=11,12;20,21=21"
"CO[C:23]1=[CH:22][C:21](=[CH:20][C:41]2=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]2)[CH:32]=[C:33](OC)[C:24]1=[O:25].C[C:62]1=[C:63]([CH3:84])[CH2:64][C:73]([CH3:94])=[C:72](C)[CH:11]1[H:10]>>CO[C:23]1=[C:24]([O-:25])[C:33](OC)=[CH:32][C:21]([CH:20]([H:10])[C:41]2=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]2)=[CH:22]1.C[C:62]1=[C:63]([CH3:84])[CH2:64][C:73]([CH3:94])=[C:72](C)[CH+:11]1 10,11=10,20;20,21=21,22;22,23=23,24;24,25=25"
"C[O:33][C:22]([CH:21]=[CH2:20])=[O:23].C[Si](C)(C)O[N:12](O[Si](C)(C)C)[C:11](C)=[CH2:10]>>C[Si](C)(C)O[N+:12](O[Si](C)(C)C)=[C:11](C)[CH2:10][CH2:20][CH:21]=[C:22]([O-:23])[O:33]C 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC12C3(C)C4(C)C5(C)C1(C)[Os-2:11]2345(C#[O+])(C#[O+])[H:10].CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]=[C:21]2[CH:22]=[C:23](C3=CC=CC=C3)[C:24](=[O:25])[C:33](C3=CC=CC=C3)=[CH:32]2)[CH:46]=[CH:45]1>>CC12C3(C)C4(C)C5(C)C1(C)[Os-:11]2345(C#[O+])C#[O+].CO[C:44]1=[CH:43][CH:42]=[C:41]([CH:20]([H:10])[C:21]2=[CH:22][C:23](C3=CC=CC=C3)=[C:24]([O-:25])[C:33](C3=CC=CC=C3)=[CH:32]2)[CH:46]=[CH:45]1 10,11=10,20;20,21=21,22;22,23=23,24;24,25=25"
"C1C[C:18]2=[C:19]3[C:68](=[CH:67][C:16]([CH:15]=[C:14]4[CH:10]=[CH:11][CH:12]=[CH:13]4)=[CH:17]2)CCC[N:220]3C1.F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([C+:20]([C:41]2=[CH:42][C:43](F)=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:32]1>>F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([C:20]([CH:10]2[CH:11]=[CH:12][CH:13]=[C:14]2[CH:15]=[C:16]2[CH:17]=[C:18]3CCC[N+:220]4=[C:19]3[C:68](=[CH:67]2)CCC4)([C:41]2=[CH:42][C:43](F)=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:32]1 10,11=10,20;12,13=11,12;14,15=13,14;16,17=15,16;18,19=17,18;220=19,220"
"C[C:11]1([H:10])[CH:62]=[C:63](C)[CH2:64][C:73](C)=[CH:72]1.C[N:51]1C(=O)[N:52](C)[C:32](=[O:33])[C:21](=[CH:20][C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)[C:22]1=[O:23]>>C[C+:11]1[CH:62]=[C:63](C)[CH2:64][C:73](C)=[CH:72]1.C[N:51]1C(=O)[N:52](C)[C:32](=[O:33])[C:21]([CH:20]([H:10])[C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)=[C:22]1[O-:23] 10,11=10,20;20,21=21,22;22,23=23"
"CC[O:61]/[C:11](=[C:10](/[C:72](=[O:73])[O:83]CC)[C:91]1=[CH:92][CH:93]=[C:94]([O:95]C)[CH:103]=[CH:102]1)[O-:12].[CH+:20]1[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1>>CC[O:61][C:11]([C:10]([CH:20]1[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)([C:72](=[O:73])[O:83]CC)[C:91]1=[CH:92][CH:93]=[C:94]([O:95]C)[CH:103]=[CH:102]1)=[O:12] 10,11=10,20;12=11,12"
"CC[O:33][C:31](/[CH:20]=[C:21](C)/[N:22]=[N:23]/[C:24](NC1=CC=CC=C1)=[O:25])=[O:32].CN(C)C[C@@H]1CCC[NH:10]1>>CC[O:33][C:31]([CH:20]([NH+:10]1CCC[C@H]1CN(C)C)[C:21](C)=[N:22][N:23]=[C:24](NC1=CC=CC=C1)[O-:25])=[O:32] 10=20;20,21=21,22;22,23=23,24;24,25=25"
"CC[O:72][C:61]([C-:10]([C:81](=[O:82])[O:92]CC)[C:101](C1=CC=CC=C1)=[O:102])=[O:62].CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]=[C:21]2[C:22](=[O:23])C3=C(C=CC=C3)[C:32]2=[O:33])[CH:36]=[CH:35]1>>CC[O:72][C:61]([C:10]([CH:20]([C:21]1=[C:22]([O-:23])C2=C(C=CC=C2)[C:32]1=[O:33])[C:31]1=[CH:32][CH:33]=[C:34](N(C)C)[CH:35]=[CH:36]1)([C:81](=[O:82])[O:92]CC)[C:101](C1=CC=CC=C1)=[O:102])=[O:62] 10=20;20,21=21,22;22,23=23"
"C[C:22]1=[N+:23](C)C2=C(C=CC=C2)/[C:21]1=[CH:20]\[C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1.[C-:10]([C:81]#[N:82])([C:91]([C:61]1=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]1)=[O:92])[C:101]1=[CH:102][CH:103]=[CH:104][CH:113]=[CH:112]1>>C[C:22]1=[C:21]([CH:20]([C:10]([C:81]#[N:82])([C:91]([C:61]2=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]2)=[O:92])[C:101]2=[CH:102][CH:103]=[CH:104][CH:113]=[CH:112]2)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C2=C(C=CC=C2)[N:23]1C 10=20;20,21=21,22;22,23=23"
C[C:81]([C-:10]1CCC[O:72][C:61]1=[O:62])=[O:82].C[N:37](C)[C:34]1=[CH:33][CH:32]=[C:31]([CH+:20][CH:41]=[C:42]([C:43]2=[CH:44][CH:45]=[C:46]([N:49](C)C)[CH:47]=[CH:48]2)[C:53]2=[CH:54][CH:55]=[C:56]([N:59](C)C)[CH:57]=[CH:58]2)[CH:36]=[CH:35]1>>C[N:37](C)[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([C:10]2([C:81](C)=[O:82])CCC[O:72][C:61]2=[O:62])[CH:41]=[C:42]([C:43]2=[CH:44][CH:45]=[C:46]([N:49](C)C)[CH:47]=[CH:48]2)[C:53]2=[CH:54][CH:55]=[C:56]([N:59](C)C)[CH:57]=[CH:58]2)[CH:36]=[CH:35]1 10=20
"C1CCN([C:34]2=[CH:33][CH:32]=[C:31]([CH+:20][C:41]3=[CH:42][CH:43]=[C:44](N4CCCC4)[CH:45]=[CH:46]3)[CH:36]=[CH:35]2)C1.C[N:12]1[C:11]([H:10])([C:72]2=[CH:73][CH:74]=[C:75](C)[CH:84]=[CH:83]2)[N:62](C)[C:93]2=[C:94]1C=CC=C2>>C1CCN([C:34]2=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[C:41]3=[CH:42][CH:43]=[C:44](N4CCCC4)[CH:45]=[CH:46]3)[CH:36]=[CH:35]2)C1.C[N+:12]1=[C:11]([C:72]2=[CH:73][CH:74]=[C:75](C)[CH:84]=[CH:83]2)[N:62](C)[C:93]2=[C:94]1C=CC=C2 10,11=10,20;12=11,12"
"CC[O:33][C:22](/[CH:21]=[CH:20]/[C:41](=[O:42])[O:52]CC)=[O:23].[O+]#C[Mo-3:11]1234(C#[O+])([P+](C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)([H:10])C5C1C2C3C54>>CC[O:33][C:22](=[CH:21][CH:20]([H:10])[C:41](=[O:42])[O:52]CC)[O-:23].[O+]#C[Mo-2:11]1234(C#[O+])([P+](C5=CC=CC=C5)(C5=CC=CC=C5)C5=CC=CC=C5)C5C1C2C3C54 10,11=10,20;20,21=21,22;22,23=23"
C[C-:10]([C:61](C)=[O:62])[C:71](C)=[O:72].Cl[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([C+:20]([C:41]2=[CH:42][C:43](Cl)=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][C:53](Cl)=[CH:54][CH:55]=[CH:56]2)=[CH:32]1>>C[C:10]([C:20]([C:31]1=[CH:32][C:33](Cl)=[CH:34][CH:35]=[CH:36]1)([C:41]1=[CH:42][C:43](Cl)=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][C:53](Cl)=[CH:54][CH:55]=[CH:56]1)([C:61](C)=[O:62])[C:71](C)=[O:72] 10=20
"Cl[C:20]1=[C:21](Cl)[C:22](=[O:23])[C:30](Cl)=[C:31](Cl)[C:32]1=[O:33].[N-]=[N+]=NC(C1=CC=CC=C1)(C1=CC=CC=C1)[C@@H]1CCC[NH:10]1>>[N-]=[N+]=NC(C1=CC=CC=C1)(C1=CC=CC=C1)[C@@H]1CCC[NH+:10]1[C:20]1(Cl)[C:21](Cl)=[C:22]([O-:23])[C:30](Cl)=[C:31](Cl)[C:32]1=[O:33] 10=20;20,21=21,22;22,23=23"
"CCC[Si:11](CCC)(CCC)[H:10].C[N:43]1[C:22](=[O:23])[CH:21]=[CH:20][C:31]1=[O:32]>>CCC[Si+:11](CCC)CCC.C[N:43]1[C:22]([O-:23])=[CH:21][CH:20]([H:10])[C:31]1=[O:32] 10,11=10,20;20,21=21,22;22,23=23"
"CC(C)(C)[C:23]1=[CH:22][C:21](=[CH:20]C(F)(F)F)[CH:32]=[C:33](C(C)(C)C)[C:24]1=[O:25].[CH:10]1([Li:11])[CH:61]=[CH:62][C:72]2=[C:71]1[CH:73]=[CH:74][CH:75]=[CH:76]2>>CC(C)(C)[C:23]1=[C:24]([O-:25])[C:33](C(C)(C)C)=[CH:32][C:21]([CH:20](C(F)(F)F)[CH:10]2[CH:61]=[CH:62][C:72]3=[C:71]2[CH:73]=[CH:74][CH:75]=[CH:76]3)=[CH:22]1.[Li+:11] 10,11=10,20;20,21=21,22;22,23=23,24;24,25=25"
"CC[O:92][C:61]([CH-:10][S:71](C1=CC=CC=C1)(=[O:72])=[O:82])=[O:62].O=[N+]([O-])[C:43]1=[CH:42][C:21]([N+:22](=[O:23])[O-:33])=[CH:20][S:44]1>>CC[O:92][C:61]([CH:10]([CH:20]1[C:21](=[N+:22]([O-:23])[O-:33])[CH:42]=[C:43]([N+](=O)[O-])[S:44]1)[S:71](C1=CC=CC=C1)(=[O:72])=[O:82])=[O:62] 10=20;20,21=21,22;22,23=23"
"[O+]#C[Fe-2:21]1234(C#[O+])(C#[O+])C5C[CH:20]1C2C3C54.[O-:10][C:61]1=[CH:62][CH:63]=[C:64]([C:75]#[N:66])[CH:73]=[CH:72]1>>[O+]#C[Fe-3:21]123(C#[O+])(C#[O+])C4C[CH:20]([O:10][C:61]5=[CH:62][CH:63]=[C:64]([C:75]#[N:66])[CH:73]=[CH:72]5)C1C2C43 10=20;20,21=21"
"C1=CN(C[C@@H]2CCC[NH:10]2)C=N1.C[N:21](C1=CC=CC=C1)[S:20]C(F)(F)F>>C[N-:21]C1=CC=CC=C1.FC(F)(F)[S:20][NH+:10]1CCC[C@H]1CN1C=CN=C1 10=20;20,21=21"
"C1=CC=C(/[C:11](=[CH:10]/[N+:61]2=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]2)[O-:12])C=C1.C1C[C:20](=[O:21])CCO1>>C1=CC=C([C:11]([CH:10]([C:20]2([O-:21])CCOCC2)[N+:61]2=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]2)=[O:12])C=C1 10,11=10,20;12=11,12;20,21=21"
"CC(C)(C)[C:23]1=[CH:22][C:21](=[CH:20][C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)[CH:32]=[C:33](C(C)(C)C)[C:24]1=[O:25].C[Si:63](C)(C)[CH:62]1C2=C(C=CC=C2)[CH:10]=[CH:11]1>>CC(C)(C)[C:23]1=[C:24]([O-:25])[C:33](C(C)(C)C)=[CH:32][C:21]([CH:20]([CH:10]2C3=C(C=CC=C3)[CH:62]([Si:63](C)(C)C)[CH+:11]2)[C:41]2=[CH:42][C:43]3=[C:44]4N(CCC3)CCC[C:45]4=[CH:46]2)=[CH:22]1 10,11=10,20;20,21=21,22;22,23=23,24;24,25=25"
"CC[O:33][C:31]([C:20]1=[C:21](/[N:22]=[N:23]/[C:24](N)=[O:25])CCC1)=[O:32].O=C1C2=C(C=CC=C2)C(=O)N1C[C@@H]1CCC[NH:10]1>>CC[O:33][C:31]([C:20]1([NH+:10]2CCC[C@H]2CN2C(=O)C3=C(C=CC=C3)C2=O)CCC[C:21]1=[N:22][N:23]=[C:24](N)[O-:25])=[O:32] 10=20;20,21=21,22;22,23=23,24;24,25=25"
"CO[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1.C[C@H]1[C@@H](C)[O:62][C@:11](C)([H:10])[O:12]1>>CO[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([H:10])([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1.C[C@H]1[C@@H](C)[O:62][C:11](C)=[O+:12]1 10,11=10,20;12=11,12"
"CC[NH:10]CC.COC1=CC=CC(OC)=C1[N+]1=C([C:22](/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=[O:23])N(C)C=C1>>CC[NH+:10](CC)[CH:20]([CH:21]=[C:22](C1=[N+](C2=C(OC)C=CC=C2OC)C=CN1C)[O-:23])[C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1 10=20;20,21=21,22;22,23=23"
C[O:49][C:46]1=[CH:45][CH:44]=[C:43]([C:42](=[CH:41][CH+:20][C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:53]2=[CH:54][CH:55]=[C:56]([O:59]C)[CH:57]=[CH:58]2)[CH:48]=[CH:47]1.F[C-:10]([S:61](C1=CC=CC=C1)(=[O:62])=[O:72])[S:81](C1=CC=CC=C1)(=[O:82])=[O:92]>>C[O:49][C:46]1=[CH:45][CH:44]=[C:43]([C:42](=[CH:41][CH:20]([C:10](F)([S:61](C2=CC=CC=C2)(=[O:62])=[O:72])[S:81](C2=CC=CC=C2)(=[O:82])=[O:92])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:53]2=[CH:54][CH:55]=[C:56]([O:59]C)[CH:57]=[CH:58]2)[CH:48]=[CH:47]1 10=20
"CN1C(=O)[C@H](CC2=CC=CC=C2)[N:12](/[CH:11]=[CH:10]/C2=CC=CC=C2)C12CCCC2.Cl[C:20]1=[C:21](Cl)[C:22](=[O:23])[C:32](=[O:33])[C:31](Cl)=[C:30]1Cl>>CN1C(=O)[C@H](CC2=CC=CC=C2)[N+:12](=[CH:11][CH:10](C2=CC=CC=C2)[C:20]2(Cl)[C:21](Cl)=[C:22]([O-:23])[C:32](=[O:33])[C:31](Cl)=[C:30]2Cl)C12CCCC2 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C1CC[N+:21](=[CH:20][C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C1.C[C:61]1=[N:10][C:64]2=[C:63](C=CC=C2)[NH:62]1>>C[C:61]1=[N+:10]([CH:20]([N:21]2CCCC2)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:64]2=[C:63](C=CC=C2)[NH:62]1 10=20;20,21=21"
"CO[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1.[CH:10](=[N+:11]([O-:12])[O-:62])[C:71]1=[CH:72][CH:73]=[C:74]([C:75]#[N:76])[CH:82]=[CH:83]1>>CO[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([CH:10]([N+:11](=[O:12])[O-:62])[C:71]2=[CH:72][CH:73]=[C:74]([C:75]#[N:76])[CH:82]=[CH:83]2)([C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1 10,11=10,20;12=11,12"
"CCCC[Sn:11](CCCC)(CCCC)[H:10].C[CH:20]1C[Fe-2:21]12345(C#[O+])(C#[O+])C1C2C3C4C15>>CCCC[Sn+:11](CCCC)CCCC.C[CH:20](C[Fe-3:21]1234(C#[O+])(C#[O+])C5C1C2C3C54)[H:10] 10,11=10,20;20,21=21"
"COC1=CC=CC=C1[P:10](C1=CC=CC=C1OC)C1=C(OC)C=CC=C1.Cl[C:21]1=[CH:20][C:32](=[O:33])[C:31](Cl)=[CH:30][C:22]1=[O:23]>>COC1=CC=CC=C1[P+:10](C1=CC=CC=C1OC)(C1=C(OC)C=CC=C1)[CH:20]1[C:21](Cl)=[C:22]([O-:23])[CH:30]=[C:31](Cl)[C:32]1=[O:33] 10=20;20,21=21,22;22,23=23"
"C1CC[C:20](=[O:21])CC1.[CH:10](=[C:11]=[N-:12])[N+:61]1=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]1>>C1CC[C:20]([CH:10]([C:11]#[N:12])[N+:61]2=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]2)([O-:21])CC1 10,11=10,20;12=11,12;20,21=21"
"CC[Ge:11](CC)(CC)[H:10].CN(C)C1=CC=C([CH:20]=[C:21]([S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])C=C1>>CC[Ge+:11](CC)CC.CN(C)C1=CC=C([CH:20]([H:10])[C-:21]([S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])C=C1 10,11=10,20;20,21=21"
"C1=CC=C([C:22](/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=[O:23])C=C1.C1C[N:12]([C:11](=[CH2:10])[C:62]2=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]2)CCO1>>C1=CC=C([C:22](=[CH:21][CH:20]([CH2:10][C:11](=[N+:12]2CCOCC2)[C:62]2=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]2)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[O-:23])C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C1C[N:14]([C:13]2=[CH:12][CH:11]=[N:10][CH:61]=[CH:62]2)CCO1.F[C:43]1=[CH:44][CH:45]=[CH:46][C:41]([C+:20]([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:42]1>>F[C:43]1=[CH:44][CH:45]=[CH:46][C:41]([C:20]([N:10]2[CH:11]=[CH:12][C:13](=[N+:14]3CCOCC3)[CH:62]=[CH:61]2)([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:42]1 10,11=10,20;12,13=11,12;14=13,14"
"C[C:11]1=[N:10]CCC[NH:12]1.F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([CH+:20][C:41]2=[CH:42][C:43](F)=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1>>C[C:11]1=[NH+:12]CCC[N:10]1[CH:20]([C:31]1=[CH:32][C:33](F)=[CH:34][C:35](F)=[CH:36]1)[C:41]1=[CH:42][C:43](F)=[CH:44][C:45](F)=[CH:46]1 10,11=10,20;12=11,12"
"C1=CC2=C(C=C1)[C:32](=[O:33])[C:21](=[CH:20][C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)[C:22]2=[O:23].C1=CC=C([C:11]2=[N:10]CCC[NH:12]2)C=C1>>C1=CC=C([C:11]2=[NH+:12]CCC[N:10]2[CH:20]([C:21]2=[C:22]([O-:23])C3=C(C=CC=C3)[C:32]2=[O:33])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CO/[C:10](=[C:11](/[O-:12])[O:62]C)[C:71](=[O:72])[O:82]C.Cl[C:44]1=[CH:43][CH:42]=[C:41]([C+:20]2CC[CH:32]=[CH:31]2)[CH:52]=[CH:53]1>>CO[C:10]([C:11](=[O:12])[O:62]C)([C:20]1([C:41]2=[CH:42][CH:43]=[C:44](Cl)[CH:53]=[CH:52]2)CC[CH:32]=[CH:31]1)[C:71](=[O:72])[O:82]C 10,11=10,20;12=11,12"
"CN1C=C[N+](C)=C1[C:22](/[CH:21]=[CH:20]/[C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)=[O:23].C[C:11]1=[CH:10][C:61]2=[C:62]([NH:12]1)[CH:63]=[CH:64][CH:73]=[CH:72]2>>CN1C=C[N+](C)=C1[C:22](=[CH:21][CH:20]([CH:10]1[C:11](C)=[NH+:12][C:62]2=[C:61]1[CH:72]=[CH:73][CH:64]=[CH:63]2)[C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)[O-:23] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CCC(C)[Sn:63](C(C)CC)(C(C)CC)[CH:62](C)[CH:11](C)[H:10].[CH+:20]1[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1>>CCC(C)[Sn:63](C(C)CC)(C(C)CC)[CH:62](C)[CH+:11]C.[H:10][CH:20]1[CH:31]=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1 10,11=10,20"
