SMILES Labelled,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"C[Si-:20](C)(C)([O+]=C)[I:21]>>C[Si](C)(C)[O+]=C.[I-] 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)(O)[Cl:21]>>C[Si](C)(C)O.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)([O+:21]=C)Br>>C[Si](C)(C)Br.C=O 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)([O+:21]=C)Cl>>C[Si](C)(C)Cl.C=O 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)([O+:21]=C)F>>C[Si](C)(C)F.C=O 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)([O+:21]=C)I>>C[Si](C)(C)I.C=O 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)(OS(=O)(=O)C)[Br:21]>>C[Si](C)(C)OS(=O)(=O)C.[Br-] 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)(OS(=O)(=O)C)[F:21]>>C[Si](C)(C)OS(=O)(=O)C.[F-] 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20](C)(C)(OS(=O)(=O)C)[I:21]>>C[Si](C)(C)OS(=O)(=O)C.[I-] 20,21=21",Sigma to sigma*,,,,,
"C[Si-:11](C)(C)([CH2:10][C+:20]=C)F>>C[Si](C)(C)F.C=C=C 10,11=10,20",Sigma to empty,,,,,
"C[Si-:11](C)(C)([CH2:10][C+:20]=C)[O+]=C>>C[Si](C)(C)[O+]=C.C=C=C 10,11=10,20",Sigma to empty,,,,,
"C[Si-:11](C)(C)([CH2:10][C+:20]=C)OS(=O)(=O)C>>C[Si](C)(C)OS(=O)(=O)C.C=C=C 10,11=10,20",Sigma to empty,,,,,
"C[Si-:11]1([CH2:10][CH2:20][O:21]1)(C)C>>C[Si](C)(C)[O-].C=C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
"C[Si-:20]1(C[O:21]1)(C)C>>C[Si](C)(C)C[O-] 20,21=21",Sigma to sigma*,,,,,
"C[Si-:20]1([CH2:21]O1)(C)C>>C[Si](C)(C)O[CH2-] 20,21=21",Sigma to sigma*,,,,,
C[Si:20](C)(C)OS(=O)(=O)C.[Cl-:10]>>C[Si-](C)(C)(OS(=O)(=O)C)Cl 10=20,Lone to empty,,,,,
C[Si:20](C)(C)OS(=O)(=O)C.C=[O:10]>>C[Si-](C)(C)(OS(=O)(=O)C)[O+]=C 10=20,Lone to empty,,,,,
C[Si:20](C)(C)C=C=C.[F-:10]>>C[Si-](C)(C)(C=C=C)F 10=20,Lone to empty,,,,,
C[Si:20](C)(C)CC#C.[F-:10]>>C[Si-](C)(C)(CC#C)F 10=20,Lone to empty,,,,,
C[Si:20](C)(C)C[C+]=C.C=[O:10]>>C[Si-](C)(C)(C[C+]=C)[O+]=C 10=20,Lone to empty,,,,,
C[Si:20](C)(C)C[C+]=C.CS(=O)(=O)[O-:10]>>C[Si-](C)(C)(C[C+]=C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
C[Si:20](C)(C)C[C+]=C.[F-:10]>>C[Si-](C)(C)(C[C+]=C)F 10=20,Lone to empty,,,,,
"C[Si](C)(C)C[CH2:20][O:21]C(=O)C(F)(F)F>>C[Si](C)(C)C[CH2+].C(=O)(C(F)(F)F)[O-] 20,21=21",Sigma to sigma*,,,,,
"C[Si](C)(C)C[CH2:11][O:10][CH:20]=[O+:21][Si](C)(C)C>>C[Si](C)(C)C[CH2+].C[Si](C)(C)OC=O 10,11=10,20;20,21=21",Sigma to pi*,,,,,
"C[Si](C)(C)C[CH2:20][O:21]S(=O)(=O)C>>C[Si](C)(C)C[CH2+].CS(=O)(=O)[O-] 20,21=21",Sigma to sigma*,,,,,
"C[Si](C)(C)C[CH2:20][O+:21]=C>>C[Si](C)(C)C[CH2+].C=O 20,21=21",Sigma to sigma*,,,,,
C[Si:20](C)(C)C[O-:10]>>C[Si-]1(CO1)(C)C 10=20,Lone to empty,,,,,
C[Si:20](C)(C)O[CH2-:10]>>C[Si-]1(CO1)(C)C 10=20,Lone to empty,,,,,
"C[Si](C)(C)[O+:21]1CC[O:10][CH2:20]1>>C[Si](C)(C)OCC[O+]=C 10=20;20,21=21",Lone to sigma*,,,,,
C[Si:20](C)(C)Cl.[Br-:10]>>C[Si-](C)(C)(Cl)Br 10=20,Lone to empty,,,,,
C[Si:20](C)(C)Cl.[F-:10]>>C[Si-](C)(C)(F)Cl 10=20,Lone to empty,,,,,
C[Si:20](C)(C)Cl.[I-:10]>>C[Si-](C)(C)(Cl)I 10=20,Lone to empty,,,,,
C[Si:20](C)(C)Cl.[OH-:10]>>C[Si-](C)(C)(O)Cl 10=20,Lone to empty,,,,,
C[Si:20](C)(C)Br.[Cl-:10]>>C[Si-](C)(C)(Cl)Br 10=20,Lone to empty,,,,,
C[Si:20](C)(C)F.[Cl-:10]>>C[Si-](C)(C)(F)Cl 10=20,Lone to empty,,,,,
C[Si:20](C)(C)I.[Cl-:10]>>C[Si-](C)(C)(Cl)I 10=20,Lone to empty,,,,,
C[Si:20](C)(C)[O+]=C.[Br-:10]>>C[Si-](C)(C)([O+]=C)Br 10=20,Lone to empty,,,,,
C[Si:20](C)(C)[O+]=C.[Cl-:10]>>C[Si-](C)(C)([O+]=C)Cl 10=20,Lone to empty,,,,,
C[Si:20](C)(C)[O+]=C.[F-:10]>>C[Si-](C)(C)([O+]=C)F 10=20,Lone to empty,,,,,
C[Si:20](C)(C)[O+]=C.[I-:10]>>C[Si-](C)(C)([O+]=C)I 10=20,Lone to empty,,,,,
C[Si:20](C)(C)Br.C=[O:10]>>C[Si-](C)(C)([O+]=C)Br 10=20,Lone to empty,,,,,
C[Si:20](C)(C)Cl.C=[O:10]>>C[Si-](C)(C)([O+]=C)Cl 10=20,Lone to empty,,,,,
C[Si:20](C)(C)F.C=[O:10]>>C[Si-](C)(C)([O+]=C)F 10=20,Lone to empty,,,,,
C[Si:20](C)(C)I.C=[O:10]>>C[Si-](C)(C)([O+]=C)I 10=20,Lone to empty,,,,,
C[Si:20](C)(C)OS(=O)(=O)C.[Br-:10]>>C[Si-](C)(C)(OS(=O)(=O)C)Br 10=20,Lone to empty,,,,,
C[Si:20](C)(C)OS(=O)(=O)C.[F-:10]>>C[Si-](C)(C)(OS(=O)(=O)C)F 10=20,Lone to empty,,,,,
C[Si:20](C)(C)OS(=O)(=O)C.[I-:10]>>C[Si-](C)(C)(OS(=O)(=O)C)I 10=20,Lone to empty,,,,,
"C[C:20](C)([CH2:21]P(=O)(OC)OC)[O-:10]>>CC(=O)C.COP(=O)([CH2-])OC 10=20;20,21=21",Lone to sigma*,,,,,
CC(=O)[O-:10].CC(C)(C)[Si:20](C)(C)C>>CC(=O)O[Si-](C)(C)(C)C(C)(C)C 10=20,Lone to empty,,,,,
"CC(=O)O[P:20]([N:21]=[N+]=[N-])(O)(OC)OC>>CC(=O)O[P+](O)(OC)OC.[N-]=[N+]=[N-] 20,21=21",Sigma to sigma*,,,,,
CC(=O)O[P+:20](O)(OC)OC.[N-:10]=[N+]=[N-]>>CC(=O)OP(N=[N+]=[N-])(O)(OC)OC 10=20,Lone to empty,,,,,
"CC(=O)[O:21][Si-:20](C)(C)(C)C(C)(C)C>>CC(=O)[O-].CC(C)(C)[Si](C)(C)C 20,21=21",Sigma to sigma*,,,,,
"CC(=O)O[Si-:20](C)(C)(C(C)(C)C)[Cl:21]>>CC(=O)O[Si:20](C)(C)C(C)(C)C.[Cl-:21] 20,21=21",Sigma to sigma*,dvv replaced 11/4/22,,,,
"C[C:20](=[O:21])C.COP(=O)([CH2-:10])OC>>CC(C)(CP(=O)(OC)OC)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"C[C+:20]=[CH:10][Si-:11](C)(C)(C)[O+](C)C>>CC#C.C[O+](C)[Si](C)(C)C 10,11=10,20",Sigma to empty,,,,,
"CCOC(=O)[N:10](CC1=CC=CC=C1)[CH:20](C2=CC=CC=C2)[O+:21](CC)[Al-](CC)(Cl)Cl.C[Si](C)(C)CC#C>>CCOC(=O)[N+:10](=[CH:20]C1=CC=CC=C1)CC2=CC=CC=C2.CC[O:21][Al-](CC)(Cl)Cl.C[Si](C)(C)CC#C 10=20;20,21=21",Lone to sigma*,DVV changed 11/4/22,,,,
"CCOC(=O)[N+:21](=[CH:20]C1=CC=CC=C1)CC2=CC=CC=C2.CCO[Al-](CC)(Cl)Cl.C[Si](C)(C)C[C:11]#[CH:10]>>CCOC(=O)[N:21](CC1=CC=CC=C1)[CH:20]([CH:10]=[C+:11]C[Si](C)(C)C)C2=CC=CC=C2.CCO[Al-](CC)(Cl)Cl 10,11=10,20;20,21=21",Pi to pi*,DVV changed 11/4/22,,,,
CCOC(=O)N(CC1=CC=CC=C1)C(C=[C+]C[Si:20](C)(C)C)C2=CC=CC=C2.CC[O:10][Al-](CC)(Cl)Cl>>CCOC(=O)N(CC1=CC=CC=C1)C(C=[C+]C[Si-:20](C)(C)(C)[O+:10](CC)[Al-](CC)(Cl)Cl)C2=CC=CC=C2 10=20,Lone to empty,DVV changed 11/4/22,,,,
"CCOC(=O)N(CC1=CC=CC=C1)C(C=[C+:20][CH2:10][Si-:11](C)(C)(C)[O+](CC)[Al-](CC)(Cl)Cl)C2=CC=CC=C2>>CCOC(=O)N(CC1=CC=CC=C1)C(C=[C:20]=[CH2:10])C2=CC=CC=C2.CC[O+]([Al-](CC)(Cl)Cl)[Si:11](C)(C)C 10,11=10,20",Sigma to empty,DVV changed 11/4/22,,,,
CCOC(=[O:10])N(CC1=CC=CC=C1)C(C=[C+:20]C[Si](C)(C)C)C2=CC=CC=C2.CCO[Al-](CC)(Cl)Cl>>CCOC1=[O+:10][C:20](=CC(C2=CC=CC=C2)N1CC3=CC=CC=C3)C[Si](C)(C)C.CCO[Al-](CC)(Cl)Cl 10=20,Lone to empty,DVV changed 11/4/22,,,,
"C[CH2:20][O:21][C:22]1=[O+:23]C(=CC(N1CC2=CC=CC=C2)C3=CC=CC=C3)C[Si](C)(C)C.CC[O:10][Al-](CC)(Cl)Cl>>C[CH2:20][O+:10](CC)[Al-](CC)(Cl)Cl.C[Si](C)(C)CC1=CC(N([C:22](=[O:21])[O:23]1)CC2=CC=CC=C2)C3=CC=CC=C3 10=20;20,21=21,22;22,23=23",Lone to sigma*,DVV changed 11/4/22,,,,
CC[O:10]C(C1=CC=CC=C1)N(CC2=CC=CC=C2)C(=O)OCC.[Sn:20](Cl)(Cl)(Cl)Cl.C[Si](C)(C)CC#C>>CCOC(=O)N(CC1=CC=CC=C1)C(C2=CC=CC=C2)[O+:10](CC)[Sn-:20](Cl)(Cl)(Cl)Cl.C[Si](C)(C)CC#C 10=20,Lone to empty,DVV changed 11/4/22,,,,
"CCOC(=O)[N:10](CC1=CC=CC=C1)[CH:20](C2=CC=CC=C2)[O+:21](CC)[Sn-](Cl)(Cl)(Cl)Cl.C[Si](C)(C)CC#C>>CCOC(=O)[N+:10](=[CH:20]C1=CC=CC=C1)CC2=CC=CC=C2.CC[O:21][Sn-](Cl)(Cl)(Cl)Cl.C[Si](C)(C)CC#C 10=20;20,21=21",Lone to sigma*,DVV changed 11/4/22,,,,
"CCOC(=O)[N+:21](=[CH:20]C1=CC=CC=C1)CC2=CC=CC=C2.CCO[Sn-](Cl)(Cl)(Cl)Cl.C[Si](C)(C)C[C:11]#[CH:10]>>CCOC(=O)[N:21](CC1=CC=CC=C1)[CH:20]([CH:10]=[C+:11]C[Si](C)(C)C)C2=CC=CC=C2.CCO[Sn-](Cl)(Cl)(Cl)Cl 10,11=10,20;20,21=21",Pi to pi*,DVV changed 11/4/22,,,,
CCOC(=[O:10])N(CC1=CC=CC=C1)C(C=[C+:20]C[Si](C)(C)C)C2=CC=CC=C2.CCO[Sn-](Cl)(Cl)(Cl)Cl>>CCOC1=[O+:10][C:20](=CC(C2=CC=CC=C2)N1CC3=CC=CC=C3)C[Si](C)(C)C.CCO[Sn-](Cl)(Cl)(Cl)Cl 10=20,Lone to empty,DVV changed 11/4/22,,,,
"C[CH2:20][O:21][C:22]1=[O+:23]C(=CC(N1CC2=CC=CC=C2)C3=CC=CC=C3)C[Si](C)(C)C.CC[O:10][Sn-](Cl)(Cl)(Cl)Cl>>C[CH2:20][O+:10](CC)[Sn-](Cl)(Cl)(Cl)Cl.C[Si](C)(C)CC1=CC(N([C:22](=[O:21])[O:23]1)CC2=CC=CC=C2)C3=CC=CC=C3 10=20;20,21=21,22;22,23=23",Lone to sigma*,DVV changed 11/4/22,,,,
CC(=C=C)[Si](C)(C)C.C1=CC=C(C=C1)CCC=[O:10].Cl[Ti:20](Cl)(Cl)Cl>>CC(=C=C)[Si](C)(C)C.C1=CC=C(C=C1)CCC=[O+:10][Ti-:20](Cl)(Cl)(Cl)Cl 10=20,Lone to empty,DVV changed 11/4/22,,,,
"C[CH+:20][CH2:10][Si-:11](C)(C)(C)[O+](C)C>>CC=C.C[O+](C)[Si](C)(C)C 10,11=10,20",Sigma to empty,,,,,
"CC(=[C:11]=[CH2:10])[Si](C)(C)C.C1=CC=C(C=C1)CC[CH:20]=[O+:21][Ti-](Cl)(Cl)(Cl)Cl>>CC(=[C+:11][CH2:10][CH:20](CCC1=CC=CC=C1)[O:21][Ti-](Cl)(Cl)(Cl)Cl)[Si](C)(C)C 10,11=10,20;20,21=21",Pi to pi*,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
"CC(=[C+]CC(CCC1=CC=CC=C1)O[Ti-:20]([Cl:21])(Cl)(Cl)Cl)[Si](C)(C)C>>CC(=[C+]CC(CCC1=CC=CC=C1)O[Ti:20](Cl)(Cl)Cl)[Si](C)(C)C.[Cl-:21] 20,21=21",Sigma to sigma*,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
CC(=[C+]CC(CCC1=CC=CC=C1)O[Ti](Cl)(Cl)Cl)[Si:20](C)(C)C.[Cl-:10]>>CC(=[C+]CC(CCC1=CC=CC=C1)O[Ti](Cl)(Cl)Cl)[Si-:20](C)(C)(C)[Cl:10] 10=20,Lone to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
"C[C:10](=[C+:20]CC(CCC1=CC=CC=C1)O[Ti](Cl)(Cl)Cl)[Si-:11](C)(C)(C)Cl>>C[C:10]#[C:20]CC(CCC1=CC=CC=C1)O[Ti](Cl)(Cl)Cl.C[Si:11](C)(C)Cl 10,11=10,20",Sigma to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
"C[C:11](=[C+:20]CC(CCC1=CC=CC=C1)O[Ti-](Cl)(Cl)(Cl)Cl)[Si-:10](C)(C)C>>C[C+:11]=[C:20](CC(CCC1=CC=CC=C1)O[Ti-](Cl)(Cl)(Cl)Cl)[Si-:10](C)(C)C 10,11=10,20",Sigma to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
C[C+]=C(CC(CCC1=CC=CC=C1)[O:10][Ti-](Cl)(Cl)(Cl)Cl)[Si:20](C)(C)C>>C[C+]=C1CC(CCC2=CC=CC=C2)[O+:10]([Si-:20]1(C)(C)C)[Ti-](Cl)(Cl)(Cl)Cl 10=20,Lone to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
"C[C+:20]=[C:10]1CC([O+]([Si-:11]1(C)(C)C)[Ti-](Cl)(Cl)(Cl)Cl)CCC2=CC=CC=C2>>C[C:20]#[C:10]CC([O+]([Si:11](C)(C)C)[Ti-](Cl)(Cl)(Cl)Cl)CCC1=CC=CC=C1 10,11=10,20",Sigma to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Danheiser, R.; Carini, D. J. Org. Chem. 1980, 45, 3925"
CC(=O)OC[C@@H]1[C@H]([C@@H](C=CO1)OC(=[O:10])C)OC(=O)C.C[Si](C)(C)C=C=C.C[Si:20](C)(C)OS(=O)(=O)C(F)(F)F>>CC(=O)OC[C@@H]1[C@H]([C@@H](C=CO1)OC(=[O+:10][Si-:20](C)(C)(C)OS(=O)(=O)C(F)(F)F)C)OC(=O)C.C[Si](C)(C)C=C=C 10=20,Lone to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Zhu, Y.-H.; Vogel,P. Synlett, 2001, 82 - 86"
"[Si](O[C](=[O+][Si-:11](C)(C)(C)[CH2:10][C+:20]=C[C@H]1C=C[C@H]([C@@H](O1)COC(=O)C)OC(=O)C)C)(C)(C)C.O=S(C(F)(F)F)([O-])=O>>[CH2:10]=[C:20]=C[C@H]1C=C[C@@H](OC(C)=O)[C@H](COC(C)=O)O1.C[Si:11](C)(C)[O+]=C(C)O[Si](C)(C)C.O=S(C(F)(F)F)([O-])=O 11,10=10,20",Sigma to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Zhu, Y.-H.; Vogel,P. Synlett, 2001, 82 - 86"
"[Ti-](O[C](=[O+][Si-:11](C)(C)(C)[CH2:10][C+:20]=C[C@H]1C=C[C@H]([C@@H](O1)COC(=O)C)OC(=O)C)C)(Cl)(Cl)(Cl)Cl>>[CH2:10]=[C:20]=C[C@H]1C=C[C@@H](OC(C)=O)[C@H](COC(C)=O)O1.C[Si:11](C)(C)[O+]=C(C)O[Ti-](Cl)(Cl)(Cl)Cl 11,10=10,20",Sigma to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Huang, G.; Isobe, M. Tetrahedron, 2001, 57, 10241 - 10246"
"[Sn-](O[C](=[O+][Si-:11](C)(C)(C)[CH2:10][C+:20]=C[C@@H]1C=C[C@H]([C@H](O1)COC(=O)C)OC(=O)C)C)(Cl)(Cl)(Cl)Cl>>[CH2:10]=[C:20]=C[C@@H]1C=C[C@@H](OC(C)=O)[C@@H](COC(C)=O)O1.C[Si:11](C)(C)[O+]=C(C)O[Sn-](Cl)(Cl)(Cl)Cl 11,10=10,20",Sigma to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Huang, G.; Isobe, M. Tetrahedron, 2001, 57, 10241 - 10246"
CC(=O)OC[C@@H]1[C@H]([C@@H](C=CO1)OC(=[O:10])C)OC(=O)C.C[Si:20](C)(C)OS(=O)(=O)C(F)(F)F>>CC(=O)OC[C@@H]1[C@H]([C@@H](C=CO1)OC(=[O+:10][Si-:20](C)(C)(C)OS(=O)(=O)C(F)(F)F)C)OC(=O)C 10=20,Lone to empty,DVV changed 11/4/22,,,DVV added 11/4/22,"Nakamura, Ryoichi; Tanino, Keiji; Miyashita, Masaaki Organic Letters, 2003, 5, 3579 - 3582"
"CC[O:10][CH2:20][O+:21](C)[Si](C)(C)C>>CC[O+]=C.CO[Si](C)(C)C 10=20;20,21=21",Lone to sigma*,,,,,
"C[CH2:20][O:21][P+:22](C)(C)C.CC(=O)[O-:10]>>CCOC(=O)C.CP(=O)(C)C 10=20;20,21=21,22",Lone to sigma*,,,,,
C[O:10]C.C[Si:20](C)(C)OS(=O)(=O)C>>C[O+](C)[Si-](C)(C)(C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
C[O:10][Ti-](Cl)(Cl)(Cl)Cl.C[Si:20](C)(C)C[C+]=C>>C[O+]([Si-](C)(C)(C)C[C+]=C)[Ti-](Cl)(Cl)(Cl)Cl 10=20,Lone to empty,dvv modified 2/18/21,,,,
C[O:10][Ti](Cl)(Cl)(Cl)Cl.C[Si:20](C)(C)C[C+]=C>>C[O+]([Si-](C)(C)(C)C[C+]=C)[Ti](Cl)(Cl)(Cl)Cl 10=20,Lone to empty,dvv modified 2/18/21,,,,
"C[O+:21](C)[Si-:20](C)(C)(C)OS(=O)(=O)C>>COC.C[Si](C)(C)OS(=O)(=O)C 20,21=21",Sigma to sigma*,,,,,
"C[O+](C)[Si-:20](C)(C)(C)[O:21]S(=O)(=O)C>>C[O+](C)[Si](C)(C)C.CS(=O)(=O)[O-] 20,21=21",Sigma to sigma*,,,,,
C[O+](C)[Si:20](C)(C)C.CS(=O)(=O)[O-:10]>>C[O+](C)[Si-](C)(C)(C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
CC(=O)[O-:10].C[Si:20](C)(C)OS(=O)(=O)C>>CC(=O)O[Si-](C)(C)(C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
"CC(=O)[O:21][Si-:20](C)(C)(C)OS(=O)(=O)C>>CC(=O)[O-].C[Si](C)(C)OS(=O)(=O)C 20,21=21",Sigma to sigma*,,,,,
"CC(=O)O[Si-:20](C)(C)(C)[O:21]S(=O)(=O)C>>CC(=O)O[Si](C)(C)C.CS(=O)(=O)[O-] 20,21=21",Sigma to sigma*,,,,,
CC(=O)O[Si:20](C)(C)C.CS(=O)(=O)[O-:10]>>CC(=O)O[Si-](C)(C)(C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
"CC1=CC=C(C=C1)S(=O)(=O)[O:21][CH:20](C)[O-:10]>>CC=O.Cc1ccc(cc1)S(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](C)([C:21](=[N+]=[N-])P(=O)(OC)OC)[O-:10]>>CC(=O)C.COP(=O)([C-]=[N+]=[N-])OC 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](=[O:21])C.COP(=O)([C-:10]=[N+]=[N-])OC>>CC(C)(C(=[N+]=[N-])P(=O)(OC)OC)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"C[C+:20]=[CH:10][Si-:11](C)(C)(C)OS(=O)(=O)C>>CC#C.C[Si](C)(C)OS(=O)(=O)C 10,11=10,20",Sigma to empty,,,,,
"C[CH:20]=[O:21].CC(C(C[N+](C)(C)C)C=O)[O-:10]>>CC(C(C[N+](C)(C)C)C=O)OC(C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"C[CH+:20][CH2:10][Si-:11](C)(C)(C)OS(=O)(=O)C>>CC=C.C[Si](C)(C)OS(=O)(=O)C 10,11=10,20",Sigma to empty,,,,,
"C[CH2:20][O:21][P+:22](C)(C)C.C1CC(=O)[N-:10]C1=O>>CCN1C(=O)CCC1=O.CP(=O)(C)C 10=20;20,21=21,22",Lone to sigma*,,,,,
C[Si:20](C)(C)OS(=O)(=O)C.CS(=O)(=O)[O-:10]>>C[Si-](C)(C)(OS(=O)(=O)C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
"C[O-:10].[CH3:20][O:21][P+:22](C)(C)C>>COC.CP(=O)(C)C 10=20;20,21=21,22",Lone to sigma*,,,,,
"C[O-:10].C[S+:21](C)[CH3:20]>>COC.CSC 10=20;20,21=21",Lone to sigma*,,,,,
C[O-:10].C[Si:20](C)(C)OS(=O)(=O)C>>CO[Si-](C)(C)(C)OS(=O)(=O)C 10=20,Lone to empty,,,,,
C[O-:10].C[Si:20](C)(C)[O+]=C>>CO[Si-](C)(C)(C)[O+]=C 10=20,Lone to empty,,,,,
C[O-:10].C[O+](C)[Si:20](C)(C)C>>CO[Si-](C)(C)(C)[O+](C)C 10=20,Lone to empty,,,,,
"C[O:21][Si-:20](C)(C)(C)OS(=O)(=O)C>>C[O-].C[Si](C)(C)OS(=O)(=O)C 20,21=21",Sigma to sigma*,,,,,
"C[O:21][Si-:20](C)(C)(C)[O+]=C>>C[O-].C[Si](C)(C)[O+]=C 20,21=21",Sigma to sigma*,,,,,
"C[O:21][Si-:20](C)(C)(C)[O+](C)C>>C[O-].C[O+](C)[Si](C)(C)C 20,21=21",Sigma to sigma*,,,,,
"C[C:20](=[NH:21])C>>C[C+](C)[NH-] 20,21=21",Pi to pi*,,,,,
"C[C:20](=[O:21])C>>C[C+](C)[O-] 20,21=21",Pi to pi*,,,,,
CC(=O)[O-:10].CO[P+:20](N=[N+]=[N-])(O)OC>>CC(=O)OP(N=[N+]=[N-])(O)(OC)OC 10=20,Lone to empty,,,,,
"CC(=O)[O:21][P:20](N=[N+]=[N-])(O)(OC)OC>>CC(=O)[O-].CO[P+](N=[N+]=[N-])(O)OC 20,21=21",Sigma to sigma*,,,,,
"C[C:20](=[S:21])C>>C[C+](C)[S-] 20,21=21",Pi to pi*,,,,,
C[C+:20](C)[NH-:10]>>CC(=N)C 10=20,Lone to empty,,,,,
C[C+:20](C)[O-:10]>>CC(=O)C 10=20,Lone to empty,,,,,
C[C+:20](C)[S-:10]>>CC(=S)C 10=20,Lone to empty,,,,,
"C[CH:20]([CH:21](C[N+](C)(C)C)[CH:22]=[O:23])[O-:10]>>CC=O.C[N+](C)(C)CC=C[O-] 10=20;20,21=21,22;22,23=23",Lone to sigma*,dvv changed numbering and category 11/3/22,,,,
"C[CH:20]([N:10](C)C)[Br:21]>>CC=[N+](C)C.[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[CH:20]([N:10](C)C)[Cl:21]>>CC=[N+](C)C.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[CH:20]([N:10](C)C)[F:21]>>CC=[N+](C)C.[F-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[CH:20]([N:10](C)C)[I:21]>>CC=[N+](C)C.[I-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[CH:20]=[N+:21](C)C.[Br-:10]>>CC(N(C)C)Br 10=20;20,21=21",Lone to pi*,,,,,
"C[CH:20]=[N+:21](C)C.[Cl-:10]>>CC(N(C)C)Cl 10=20;20,21=21",Lone to pi*,,,,,
"C[CH:20]=[N+:21](C)C.[F-:10]>>CC(N(C)C)F 10=20;20,21=21",Lone to pi*,,,,,
"C[CH:20]=[N+:21](C)C.[I-:10]>>CC(N(C)C)I 10=20;20,21=21",Lone to pi*,,,,,
CC=[O:10].CN1CCN([Si:20]1(CC=C)Cl)C>>CC=[O+][Si-]1(N(CCN1C)C)(CC=C)Cl 10=20,Lone to empty,,,,,
CC[O-:10].C[P+:20](C)(C)Br>>CCOP(C)(C)(C)Br 10=20,Lone to empty,,,,,
CC[O-:10].C[P+:20](C)(C)Cl>>CCOP(C)(C)(C)Cl 10=20,Lone to empty,,,,,
CC[O-:10].C[P+:20](C)(C)I>>CCOP(C)(C)(C)I 10=20,Lone to empty,,,,,
C[O:10][CH2+:20]>>C[O+]=C 10=20,Lone to empty,,,,,
"C[O+:21]=[CH2:20]>>CO[CH2+] 20,21=21",Pi to pi*,,,,,
"C[P:20](C)(C)([Mg]Br)[Cl:21]>>C[P+](C)(C)[Mg]Br.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[P:20](C)(C)([Mg]Cl)[Cl:21]>>C[P+](C)(C)[Mg]Cl.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[P:20](C)(C)([Mg]I)[Cl:21]>>C[P+](C)(C)[Mg]I.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[P:20](C)([Mg]Br)(Cl)[Cl:21]>>C[P+](C)([Mg]Br)Cl.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[P:20](C)([Mg]Cl)(Cl)[Cl:21]>>C[P+](C)([Mg]Cl)Cl.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[P:20](C)([Mg]I)(Cl)[Cl:21]>>C[P+](C)([Mg]I)Cl.[Cl-] 20,21=21",Sigma to sigma*,,,,,
"C[P:20](=[O:21])(C)C>>C[P+](C)(C)[O-] 20,21=21",Pi to pi*,,,,,
"C[P:20](=[S:21])(C)C>>C[P+](C)(C)[S-] 20,21=21",Pi to pi*,,,,,
